Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
iphone 6s nfc,56,56,260,71.45,0.64,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.57,10100000,"[29,44,100,44,36,44,54,66,44,44,36,29]",1591358654,"Image pack, Site links, Reviews, Video Carousel"
employer branding trends,56,56,40,60.22,1.66,https://socialbrothers.nl/waarom-een-sterke-employer-branding-onmisbaar-is/,0,0,0.00,0.34,8360000,"[67,100,33,67,33,33,33,33,33,67,67,67]",1591198315,Image pack
augmented vertaling,56,56,320,85.75,1.01,https://socialbrothers.nl/hoe-augmented-reality-wereld-gaat-veranderen/,0,0,0.00,0.01,43600,"[67,54,54,54,35,29,67,81,100,81,100,100]",1591007854,"Instant answer, Image pack, Reviews, Video"
ing telefoon betalen,56,56,260,91.76,2.65,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.26,1520000,"[28,36,100,100,67,82,82,82,54,67,54,54]",1591144321,"Image pack, Site links, Reviews, AdWords top, Video Carousel"
mixed reality,56,56,720,76.52,1.17,https://socialbrothers.nl/mixed-reality-hololens/,0,0,0.00,0.94,637000000,"[59,88,72,39,39,100,88,72,72,72,72,88]",1591142585,"Knowledge panel, Local pack, Site links, Reviews, Featured snippet, Shopping ads, Video Carousel, People also ask"
maaiveld,56,62,880,83.12,0.76,https://socialbrothers.nl/content-boven-het-maaiveld-uit/,0,0,0.00,0.03,758000,"[55,55,68,55,45,100,100,77,55,68,68,77]",1591526088,"Knowledge panel, Top stories, Reviews, Featured snippet"
koffiemoment,56,56,260,67.07,0.00,https://socialbrothers.nl/koffiemoment-met-andrew/food/,0,0,0.00,0,54800,"[29,29,35,44,54,54,67,54,44,54,54,100]",1591284979,"Knowledge panel, Image pack, Site links, Reviews"
spotify drie maanden gratis,56,56,40,86.66,0.94,https://socialbrothers.nl/spotify-vs-apple-music-en-de-rest/,0,0,0.00,0.14,151000,"[50,75,25,25,100,25,50,50,100,25,75,25]",1589157324,"Image pack, Reviews, AdWords top"
facebook marketing logo,56,50,40,66.39,0.00,https://socialbrothers.nl/,0,0,0.00,0,2890000000,"[0,0,0,29,71,0,14,100,0,57,29,14]",1591552384,"Image pack, Site links, FAQ"
chat de luxe,56,56,50,79.72,0.00,https://socialbrothers.nl/5-sociale-media-om-zetten-privecommunicatie/snapchat-logo-2/,0,0,0.00,0.09,228000000,"[0,25,0,25,100,25,0,25,25,0,0,25]",1590899660,"Image pack, Reviews, FAQ"
online marketing tips,57,57,110,61.02,1.57,https://socialbrothers.nl/5-online-marketing-tips-voor-restaurants/,0,0,0.00,0.27,1110000000,"[79,100,64,79,50,50,64,79,64,100,79,64]",1589640191,"Reviews, Video Carousel"
politiek social media,57,57,90,80.83,0.00,https://socialbrothers.nl/wie-wint-de-online-verkiezingen-2017/politiek_compressed/,0,0,0.00,0,15100000,"[11,22,11,22,33,100,22,11,44,11,11,11]",1591209823,"Top stories, Site links"
technische seo,57,57,110,62.1,1.84,https://socialbrothers.nl/onze-seo-expert-aan-het-woord-over-technische-seo/,0,0,0.00,0.09,13200000,"[53,100,65,53,53,53,82,53,65,82,53,65]",1591381071,"Reviews, FAQ"
alexa naar nederland,57,57,90,79.97,0.00,https://socialbrothers.nl/alexa-hoe-ziet-jouw-toekomst-eruit/,0,0,0.00,0,2490000,"[25,25,100,25,25,25,25,75,25,50,25,75]",1589008258,"Site links, Reviews, Featured snippet, AdWords bottom, Video Carousel, FAQ"
open snapchat,57,57,110,82.19,0.00,https://socialbrothers.nl/creeer-je-eigen-ar-lenzen-voor-snapchat-met-lens-studio/,0,0,0.00,0,258000000,"[100,100,64,79,64,100,79,79,64,64,64,64]",1589410140,"Site links, Reviews, Video Carousel"
marketingstrategie von apple,57,57,90,76.12,0.00,https://socialbrothers.nl/spotify-vs-apple-music-en-de-rest/apple-music/,0,0,0.00,0,92100,"[0,0,0,0,0,0,0,0,100,0,0,0]",1589384109,"Image pack, Reviews, AdWords top, FAQ"
cv maken indesign,57,57,50,80.66,0.75,https://socialbrothers.nl/hoe-kom-ik-aan-creative-content/,0,0,0.00,0.28,171000,"[100,100,100,100,100,100,100,100,100,100,100,100]",1588624582,"Image pack, Reviews, AdWords top, Video Carousel, FAQ"
spar vestigingen nederland,57,57,50,86.57,0.00,https://socialbrothers.nl/portf/spar-university-de-grab-en-go-studentenformule/,0,0,0.00,0,96,"[25,25,25,50,25,50,100,25,50,25,25,25]",1591336856,"Local pack, Image pack, Site links, Reviews"
e assistance,57,57,90,80.62,0.00,https://socialbrothers.nl/twee-praktische-manieren-om-ar-toe-te-passen-in-jouw-bedrijf-remote-assistance-en-e-learning/,0,0,0.00,0,3160000000,"[0,0,0,11,0,0,44,11,22,11,11,100]",1589817595,"Knowledge panel, Image pack, Reviews"
beste cms voor seo,58,58,50,58.41,1.57,https://socialbrothers.nl/cms-systeem-kiezen/,0,0,0.00,0.44,67100000,"[100,22,0,11,0,0,11,11,11,0,11,11]",1590482151,"Image pack, Reviews, Featured snippet"
braintrainer nl,58,58,50,73.52,0.00,https://socialbrothers.nl/portf/contact-dankzij-technologie/,0,0,0.00,0,41400,"[60,0,20,40,0,40,20,40,60,20,40,100]",1590766920,"Knowledge panel, Site links, Reviews, Video Carousel"
tikkie portal,58,58,90,79.46,0.00,https://socialbrothers.nl/portf/dlt-markets-financieel-platform-met-security-by-design/,0,0,0.00,0.01,100,"[12,12,100,24,6,6,6,6,6,12,6,6]",1591479733,"Image pack, Site links, Reviews"
toko utrecht,58,58,2900,77.91,0.00,https://socialbrothers.nl/portf/tennis-toko/,0,0,0.00,0,547000,"[67,81,67,67,81,81,100,81,100,100,100,100]",1591461028,"Local pack, Image pack, Reviews, Video Carousel"
contactloos betalen iphone 6 rabobank,58,58,70,91.76,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,4650,"[0,14,14,29,14,14,100,14,0,14,14,14]",1591285911,"Image pack, Reviews, Featured snippet, Video Carousel"
fuze tea spel,58,58,170,76.09,1.71,https://socialbrothers.nl/hoe-kan-je-augmented-reality-ar-toepassen-in-je-marketing/,0,0,0.00,0.12,341000,"[0,0,0,0,0,0,0,12,100,81,66,66]",1589792572,"Image pack, Reviews, Video"
vr icon,58,58,140,74.84,0.00,https://socialbrothers.nl/social-brothers-virtual-augmented-reality-op-ipxl/,0,0,0.00,0.05,283000000,"[33,24,33,43,67,52,100,100,67,67,81,81]",1590021675,"Image pack, Site links, Reviews, Video Carousel"
smallpdf samenvoegen,58,58,70,71.31,0.00,https://socialbrothers.nl/3-tools-voor-een-snellere-website-2/,0,0,0.00,0,87,"[100,11,11,11,11,11,11,11,22,22,11,56]",1589301262,"Image pack, Reviews, Video"
zoom sessie,58,58,70,76.82,0.58,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0.04,479000,"[36,18,64,18,9,9,9,64,9,9,9,100]",1591464715,"Image pack, Site links, Reviews, Video Carousel"
sophie olsthoorn,58,58,70,82.09,0.00,https://socialbrothers.nl/de-macht-van-google-2/,0,0,0.00,0,93,"[20,40,80,20,20,100,20,20,20,60,20,20]",1591365225,"Image pack, Reviews"
online betalen met telefoon rabobank,58,58,40,87.66,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,964000,"[11,0,11,100,11,11,11,56,11,11,11,11]",1588548143,"Image pack, Reviews, Video Carousel, FAQ"
wat is een volume,59,59,50,82.97,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0,151000000,"[60,20,20,20,20,20,20,20,100,20,20,20]",1591209199,"Knowledge panel, Site links, Reviews, Video Carousel"
team icon,59,59,880,74.81,0.00,https://socialbrothers.nl/social-brothers-design-team/,0,0,0.00,0,5550000000,"[20,25,37,55,55,77,77,77,55,77,77,100]",1591137077,"Image pack, Reviews, Video Carousel"
nfc iphone ing,59,59,70,93.55,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,1040000,"[0,0,0,0,50,100,50,0,50,50,50,0]",1589154295,"Image pack, Reviews, Video Carousel"
apple pay ing veilig,59,59,40,88.19,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,332000,"[0,0,0,14,57,100,57,14,57,14,14,29]",1590939519,"Image pack, Site links, Reviews, AdWords top, Video Carousel, FAQ"
chatbots 2018,59,59,50,63.67,0.00,https://socialbrothers.nl/3-voorspellingen-chatbots-2018/,0,0,0.00,0,35400000,"[0,0,100,0,0,0,0,0,0,25,0,0]",1591229007,"Image pack, Video Carousel"
hku studentportal,59,46,480,70.53,0.57,https://socialbrothers.nl/de-hololens-bij-de-hku/,0,0,0.00,0.05,61,"[44,44,67,24,44,100,100,67,54,82,67,67]",1591551778,"Image pack, Site links, Reviews"
handboek voor helden,59,59,70,75.93,0.00,https://socialbrothers.nl/het-complete-handboek-voor-seo/,0,0,0.00,0,767000,"[50,100,50,50,0,50,100,50,0,50,50,0]",1590247729,"Image pack, Reviews, Shopping ads"
ing betalen met mobiel,59,59,390,91.4,3.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.25,292000,"[55,13,67,100,30,44,30,44,16,24,82,55]",1591141968,"Image pack, Site links, Reviews, AdWords top, Video Carousel"
maak je eigen augmented reality,59,59,70,62.26,0.00,https://socialbrothers.nl/social-brothers-virtual-augmented-reality-op-ipxl/,0,0,0.00,0,567000,"[14,100,71,0,29,14,0,14,29,29,14,0]",1590244760,"Image pack, Reviews, Featured snippet, AdWords bottom, Video Carousel"
betalen met je telefoon ing apple,59,55,50,95.85,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.14,84400,"[43,29,14,14,14,14,100,14,14,14,71,14]",1591535318,"Image pack, Reviews, Video, AdWords top"
ing nfc chip,59,59,70,91.98,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,715000,"[100,20,20,20,40,20,0,20,0,100,80,0]",1591264834,"Image pack, Site links, Reviews, AdWords top, Video Carousel"
head seo,59,59,70,69.16,0.00,https://socialbrothers.nl/4-gevolgen-van-een-headless-cms-voor-je-seo/,0,0,0.00,0.05,227000000,"[0,100,100,0,100,0,0,100,100,0,0,100]",1590492993,"Reviews, FAQ"
nadelen android,59,59,50,80.39,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,377000,"[11,33,100,22,11,100,11,11,11,11,11,11]",1589802096,"Image pack, Site links, Reviews, Video Carousel"
als wij onszelf zijn,59,59,40,80.53,0.00,https://socialbrothers.nl/ontzorgen-onszelf/,0,0,0.00,0.57,10400000,"[100,50,100,0,25,25,50,25,25,50,25,25]",1590018188,"Knowledge panel, Image pack, Reviews, Shopping ads"
microsoft hololens app,59,59,50,72.53,0.00,https://socialbrothers.nl/hololens-huren/,0,0,0.00,0.46,11500000,"[33,67,33,67,33,33,33,33,100,33,33,33]",1588944605,"Reviews, Video Carousel"
wat als pvv wint,59,59,50,86.77,0.00,https://socialbrothers.nl/wie-wint-de-online-verkiezingen-2017/,0,0,0.00,0,89,"[14,0,14,29,0,0,0,0,100,14,14,100]",1589410306,Image pack
sessies google analytics,60,60,90,67.78,0.00,https://socialbrothers.nl/google-analytics-waar-kijk-je-naar/,0,0,0.00,0,75600,"[14,14,14,14,14,71,14,29,43,14,100,14]",1590383843,"Site links, Reviews"
podium onder de dom iens,60,60,50,79.73,0.00,https://socialbrothers.nl/waarom-iens-niets-misdaan-heeft/,0,0,0.00,0,80400,"[0,100,0,0,0,0,0,0,0,100,100,0]",1590179486,"Image pack, Site links, Reviews"
01 32,60,60,40,76.41,0.00,https://socialbrothers.nl/portf/een-oud-systeem-in-een-nieuw-jasje/schermafbeelding-2016-11-14-om-11-01-32/,0,0,0.00,0,13920000000,"[56,11,11,11,11,100,56,22,0,0,11,11]",1589053234,"Image pack, Reviews, Video, Video Carousel"
europalaan 100,60,60,140,77.03,0.00,https://socialbrothers.nl/contact/,0,0,0.00,0,2830000,"[67,81,81,67,67,52,67,81,100,67,67,67]",1588595417,"Image pack, Site links, Reviews, Video Carousel"
ing mobiel betalen iphone,60,60,140,95.57,3.88,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.17,184000,"[67,81,100,54,19,10,10,15,10,6,6,8]",1591207444,"Image pack, Reviews, Video, AdWords top"
ing nfc,60,60,170,88.66,1.36,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.06,3570000,"[100,100,100,100,100,67,67,67,67,52,52,67]",1589575408,"Image pack, Site links, Reviews, Video Carousel"
mobiel betalen iphone ing,60,60,40,92.75,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.05,182000,"[100,20,80,20,60,20,100,20,20,60,20,40]",1589521046,"Image pack, Reviews, Video Carousel"
b2b webshop,60,60,320,62.91,4.25,https://socialbrothers.nl/hoe-bouw-ik-een-b2b-webshop/,0,0,0.00,0.8,12900000,"[67,67,54,82,67,67,82,100,82,100,100,82]",1591353255,"Site links, Reviews"
16.08,60,60,320,74.35,0.00,https://socialbrothers.nl/voordelen-van-e-learning-met-augmented-reality-ar-learning/schermafbeelding-2018-04-06-om-16-08-20/,0,0,0.00,0,48700000,"[82,100,82,82,67,82,82,100,67,100,67,67]",1591136884,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
hololens kopen,60,60,90,77.02,0.57,https://socialbrothers.nl/portf/effectieve-hololens-ab-test/,0,0,0.00,0.92,250000,"[100,100,65,53,53,65,53,53,29,53,53,41]",1591349912,"Site links, Reviews, Video, AdWords top, Video Carousel"
endorsement strategie voorbeeld,60,60,50,73.94,0.00,https://socialbrothers.nl/6-conversieverhogende-technieken/,0,0,0.00,0,42300,"[20,20,0,20,100,20,100,40,40,20,20,0]",1590728443,"Image pack, Featured snippet, FAQ"
facebook logo transparant,60,60,50,64.73,0.00,https://socialbrothers.nl/portf/onze-facebook-livestream-succes-of-matige-poging/sb-logo-transparant/,0,0,0.00,0,17600000,"[11,22,56,22,11,11,11,11,56,11,100,11]",1589652955,"Image pack, Site links, Reviews, Video"
hoe werkt excel,61,71,260,80.52,0.63,https://socialbrothers.nl/excel-ellende-en-de-oplossing/,0,0,0.00,0.24,1680000,"[67,67,44,28,44,82,82,82,67,100,82,82]",1591548583,"Image pack, Site links, Reviews, AdWords top, Video Carousel"
unboxing icon,61,0,90,79.71,0.00,https://socialbrothers.nl/unboxing-video-oculus-rift-cv1/,0,0,0.00,0,18100000,"[0,0,0,0,0,0,0,0,0,100,50,50]",1591559134,"Image pack, Video"
hoe werkt nfc betalen,61,61,90,83.46,0.58,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.29,87000,"[33,33,11,11,11,11,11,11,11,100,11,11]",1590567226,"Image pack, Site links, Reviews, Video Carousel, FAQ"
wat is een persoonlijke landingspagina,61,61,50,61.81,0.00,https://socialbrothers.nl/portf/beter-vindbaar-een-landingspagina/,0,0,0.00,0,49600,"[0,0,0,0,0,100,0,0,0,0,50,0]",1590176369,"Image pack, Reviews, Featured snippet, AdWords top"
lenzen app,61,61,40,76.29,0.00,https://socialbrothers.nl/creeer-je-eigen-ar-lenzen-voor-snapchat-met-lens-studio/,0,0,0.00,0.67,1320000,"[14,14,14,14,14,43,43,14,100,29,14,14]",1589485107,"Image pack, Reviews, Shopping ads, FAQ"
brand icon,61,61,260,84.25,0.00,https://socialbrothers.nl/waarom-een-sterke-employer-branding-onmisbaar-is/,0,0,0.00,0.13,4160000000,"[28,36,54,67,67,100,100,82,67,100,82,82]",1591366034,"Image pack, Reviews"
opnieuw opstarten macbook,61,61,50,83.35,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0,42100,"[25,25,25,25,100,25,25,25,25,25,25,25]",1590251523,"Image pack, Site links, Video, Featured snippet"
mijn disney,61,61,170,83.86,0.98,https://socialbrothers.nl/hoe-disney-world-een-it-inspiratie-werd/,0,0,0.00,0.16,19400000,"[65,81,65,54,54,54,81,81,81,65,81,100]",1588875345,"Site links, Reviews, Video, Video Carousel, FAQ"
mailchimp bevestigingsmail,61,61,70,56.47,0.00,https://socialbrothers.nl/mailchimp-opschoning-debuut-b-v/,0,0,0.00,0.1,3190,"[11,44,11,78,11,100,56,11,11,11,11,44]",1590994014,"Image pack, Site links"
deezer flexibel,61,61,90,83.28,0.00,https://socialbrothers.nl/spotify-vs-apple-music-en-de-rest/,0,0,0.00,0.02,803000,"[29,14,29,14,14,71,14,100,43,14,14,14]",1590125737,"Image pack, Site links, Reviews, Video"
pinpas ing,61,70,170,97.05,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.01,56000,"[52,81,81,81,100,100,100,81,81,100,81,81]",1591513677,"Image pack, Site links, Reviews, Video Carousel"
hubspot integratie,61,61,50,64.02,1.88,https://socialbrothers.nl/dienst/hubspot/,0,0,0.00,0.46,15000,"[100,50,75,25,100,25,25,25,25,0,25,25]",1591027953,"Image pack, Site links"
coca cola stickers kopen,61,61,70,79.03,0.00,https://socialbrothers.nl/persbericht-bottle-battle/,0,0,0.00,1,676000,"[33,33,0,100,0,67,100,33,33,33,67,33]",1590677625,"Image pack, Reviews, Video"
rabobank betalen met mobiel,61,61,210,86.92,1.67,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.05,206000,"[5,8,8,36,100,8,100,24,19,44,100,12]",1589380768,"Site links, Reviews, Video Carousel"
wat is oculus,62,62,50,84.31,0.00,https://socialbrothers.nl/unboxing-video-oculus-rift-cv1/,0,0,0.00,0.59,589000,"[11,11,11,11,33,78,11,11,100,11,11,11]",1591291889,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel, FAQ"
2017 het jaar van,62,62,50,86.28,0.00,https://socialbrothers.nl/2017-het-jaar-van-videomarketing/,0,0,0.00,0,258000000,"[14,14,100,57,43,0,29,43,100,100,0,14]",1588917424,"Image pack, Site links, Reviews"
de lastoorts,62,62,140,73.28,1.12,https://socialbrothers.nl/itanks-tno-en-translas-ontvangen-europese-prijs-voor-innovatieve-lastoorts/,0,0,0.00,0.97,64000,"[81,52,67,100,81,67,52,67,43,52,52,52]",1590918195,"Local pack, Image pack, Site links, Reviews, Video"
webshop icon,62,62,210,66.93,0.00,https://socialbrothers.nl/dienst/webwinkels/,0,0,0.00,0.06,33600000,"[28,28,28,44,66,53,81,100,81,66,81,81]",1590162427,"Image pack, Reviews"
wat is een feeder,62,62,170,80.05,0.00,https://socialbrothers.nl/maak-van-elke-websitebezoeker-een-saleslead-met-leadfeeder/,0,0,0.00,0.02,2630000,"[10,13,10,10,15,13,13,13,15,19,100,19]",1591220059,"Reviews, Featured snippet, Video Carousel"
ing mobiel betalen doet het niet,62,62,210,89.48,1.49,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.02,278000,"[44,44,67,67,44,44,54,54,28,44,54,100]",1591228440,"Image pack, Reviews, Video, Featured snippet, Video Carousel"
oprichting google zoekmachine,62,62,40,81.58,0.00,https://socialbrothers.nl/google-maak-websites-mobile-friendly/,0,0,0.00,0,19900,"[100,50,50,50,50,50,50,50,100,50,50,50]",1590469082,"Site links, Reviews, Featured snippet, FAQ"
geluid van laptop doet het niet meer,62,62,50,72.57,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0,9940000,"[14,14,14,57,29,29,14,14,14,14,100,14]",1591253994,"Image pack, Video Carousel"
social media to go,62,62,50,69.86,0.22,https://socialbrothers.nl/,0,0,0.00,0.14,7970000000,"[33,67,33,33,67,33,33,100,67,33,33,33]",1589822092,"Image pack, Site links, Reviews, Video Carousel"
chatbots nederland,62,62,40,69.77,4.15,https://socialbrothers.nl/chatbots/,0,0,0.00,0.76,1690000,"[100,43,100,43,14,43,43,57,71,43,57,43]",1589434819,"Site links, Reviews, AdWords top, AdWords bottom"
instagram business,62,62,590,77.7,1.89,https://socialbrothers.nl/het-is-zover-instagram-business/,0,0,0.00,0.06,6300000000,"[82,82,82,82,67,82,100,82,67,82,82,82]",1591058372,"Site links, Reviews, Video Carousel"
ah dino ar,62,62,40,72.7,0.00,https://socialbrothers.nl/hoe-augmented-reality-wereld-gaat-veranderen/,0,0,0.00,0,4660000,"[0,0,0,0,50,50,50,50,0,0,100,0]",1589621581,"Image pack, Reviews, Video, Video Carousel"
achtergrond in excel,62,62,50,80.87,0.00,https://socialbrothers.nl/excel-ellende-en-de-oplossing/,0,0,0.00,0,433000,"[0,0,0,0,11,11,11,100,11,11,11,33]",1590441935,"Image pack, Video, Featured snippet, Video Carousel"
amazon of coolblue bijvoorbeeld,62,62,110,82.6,0.59,https://socialbrothers.nl/hoe-spannend-is-het-eigenlijk-dat-amazon-naar-nederland-komt/,0,0,0.00,0.02,417000,"[0,0,0,0,54,100,7,29,8,15,19,15]",1590486008,"Image pack, FAQ"
klikker app,62,62,170,90.94,0.37,https://socialbrothers.nl/de-macht-van-google-2/,0,0,0.00,0.02,7300000,"[3,2,2,2,3,3,29,100,54,29,36,36]",1589662794,"Reviews, Video Carousel"
weboptimalisatie,63,63,50,47.86,2.74,https://socialbrothers.nl/website-onderhouden-hoe-doe-je-dat/,0,0,0.00,0.18,16500,"[20,20,20,100,60,20,20,60,20,20,20,20]",1589209629,"Image pack, Reviews"
apple music database,63,63,40,90.08,0.00,https://socialbrothers.nl/spotify-vs-apple-music-en-de-rest/,0,0,0.00,0,56100000,"[0,20,40,0,20,40,20,100,20,20,80,0]",1589521069,"Site links, Reviews, Video Carousel, People also ask"
geluid laptop doet het ineens niet meer,63,63,50,76.51,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0,89,"[12,24,12,29,12,82,12,12,12,100,12,29]",1590334455,"Image pack, Video Carousel"
h ku,63,63,40,78.41,0.00,https://socialbrothers.nl/de-hololens-bij-de-hku/hku-bigger/,0,0,0.00,0,701000000,"[20,0,20,40,100,0,0,20,40,0,0,20]",1588710629,"Local pack, Site links, Reviews, AdWords top"
wanneer schrijft parkmobile af,63,63,90,85.11,0.00,https://socialbrothers.nl/parkmobile-scoort-punten-met-communicatieblunder/,0,0,0.00,0.02,68,"[33,100,67,33,67,33,33,33,33,33,100,33]",1590086687,"Image pack, Reviews, Featured snippet, FAQ"
marketing trends 2019,63,63,170,65.06,0.00,https://socialbrothers.nl/wat-maakt-een-goede-werken-bij-website-2/,0,0,0.00,0.03,824000000,"[100,67,82,44,28,23,82,28,23,13,10,5]",1588688921,"Site links, Reviews, Featured snippet"
smit bart,63,63,50,88.33,0.00,https://socialbrothers.nl/6-conversieverhogende-technieken/schermafdruk-2016-11-10-10-24-18/,0,0,0.00,0,4690000,"[20,100,20,0,0,60,60,20,20,20,0,40]",1588583588,"Local pack, Image pack, Site links, Reviews, FAQ"
rabo wallet contactloos betalen,63,63,70,87.04,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,7630,"[0,0,0,100,100,20,20,20,20,80,20,20]",1588739607,"Image pack, Reviews, Video Carousel"
