Zoekwoordrapport
9 mei 2020 - 7 juni 2020
Zoekwoordstatus,Zoekwoord,Campagne,Advertentiegroep,Valutacode,Status,Max. CPC,Opties voor zoekwoorden,Beleidsdetails,Uiteindelijke URL,Uiteindelijke URL voor mobiel,Aantal klikken,Vertoningen,CTR,Gem. CPC,Kosten,Conversies,Kosten/conv.,Conv. perc.,Conv.waarde/­kosten,Verton.perc. voor Zoeken,Klikaandeel,Verloren VP voor Zoeken (positie),Kwaliteitsscore,Advertentierelevantie,Erv. op bestemmingspagina
Ingeschakeld,"""hoogwerker verhuur culemborg""",Hoogwerker | Locatiegebonden,Hoogwerker | Locatie Culemborg,EUR,Advertentiegroep onderbroken, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --,10,Hoger dan gemiddeld,Hoger dan gemiddeld
Ingeschakeld, +wc +huren +utrecht,Chemisch Toilet | Locatiegebonden,Chemisch Toilet | Locatie Utrecht,EUR,Laag zoekvolume, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,"""bouw toilet huren utrecht""",Chemisch Toilet | Locatiegebonden,Chemisch Toilet | Locatie Utrecht,EUR,Laag zoekvolume, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,[wc verhuur utrecht],Chemisch Toilet | Locatiegebonden,Chemisch Toilet | Locatie Utrecht,EUR,Laag zoekvolume, --,Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld, +chemische +wc +huren +utrecht,Chemisch Toilet | Locatiegebonden,Chemisch Toilet | Locatie Utrecht,EUR,Laag zoekvolume, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,"""schaarhoogwerker""",Schaarhoogwerker | Radius,Schaarhoogwerker | Radius,EUR,Geschikt,"4,28 (verbeterd)",Woordgroep,Goedgekeurd,,,8,210,"3,81%","1,46","11,69","0,00","0,00","0,00%","0,00","54,83%","33,10%","23,76%",7,Hoger dan gemiddeld,Hoger dan gemiddeld
Ingeschakeld,[schaarhoogwerker],Schaarhoogwerker | Radius,Schaarhoogwerker | Radius,EUR,Geschikt,"4,28 (verbeterd)",Exact zoekwoord,Goedgekeurd,,,8,116,"6,90%","1,46","11,67","0,00","0,00","0,00%","0,00","63,04%","50,36%","11,41%",7,Hoger dan gemiddeld,Hoger dan gemiddeld
Ingeschakeld,[tijdelijk schaarhoogwerker huren],Schaarhoogwerker | Radius,Schaarhoogwerker | Radius,EUR,Laag zoekvolume,"4,28 (verbeterd)",Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld, +schaarhoogwerker +rotterdam,Schaarhoogwerker | Locatiegebonden,Schaarhoogwerker | Locatie Rotterdam,EUR,Geschikt,"7,14",Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,[schaarhoogwerker huren rotterdam],Schaarhoogwerker | Locatiegebonden,Schaarhoogwerker | Locatie Rotterdam,EUR,Geschikt,"7,14",Exact zoekwoord,Goedgekeurd,,,0,2,"0,00%", --,"0,00","0,00","0,00","0,00%","0,00","66,67%", --,"0,00%",10,Hoger dan gemiddeld,Hoger dan gemiddeld
Ingeschakeld,"""schaarhoogwerker huren rotterdam""",Schaarhoogwerker | Locatiegebonden,Schaarhoogwerker | Locatie Rotterdam,EUR,Geschikt,"7,14",Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --,10,Hoger dan gemiddeld,Hoger dan gemiddeld
Ingeschakeld, +schaarhoogwerker +huren +culemborg,Schaarhoogwerker | Locatiegebonden,Schaarhoogwerker | Locatie Culemborg,EUR,Laag zoekvolume,"7,14",Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,[schaarhoogwerker culemborg],Schaarhoogwerker | Locatiegebonden,Schaarhoogwerker | Locatie Culemborg,EUR,Laag zoekvolume,"7,14",Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld, +schaarhoogwerker +huren +ridderkerk,Schaarhoogwerker | Locatiegebonden,Schaarhoogwerker | Locatie Ridderkerk,EUR,Laag zoekvolume,"7,14",Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld, +schaarhoogwerker +ridderkerk,Schaarhoogwerker | Locatiegebonden,Schaarhoogwerker | Locatie Ridderkerk,EUR,Laag zoekvolume,"7,14",Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,"""schaarhoogwerker huren ridderkerk""",Schaarhoogwerker | Locatiegebonden,Schaarhoogwerker | Locatie Ridderkerk,EUR,Laag zoekvolume,"7,14",Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,[schaarhoogwerker huren utrecht],Schaarhoogwerker | Locatiegebonden,Schaarhoogwerker | Locatie Utrecht,EUR,Laag zoekvolume,"7,14",Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,"""schaarhoogwerker huren utrecht""",Schaarhoogwerker | Locatiegebonden,Schaarhoogwerker | Locatie Utrecht,EUR,Laag zoekvolume,"7,14",Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld, +schaarhoogwerker +utrecht,Schaarhoogwerker | Locatiegebonden,Schaarhoogwerker | Locatie Utrecht,EUR,Laag zoekvolume,"7,14",Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,"""schaarhoogwerker utrecht""",Schaarhoogwerker | Locatiegebonden,Schaarhoogwerker | Locatie Utrecht,EUR,Laag zoekvolume,"7,14",Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld, +schaarhoogwerker +den +haag,Schaarhoogwerker | Locatiegebonden,Schaarhoogwerker | Locatie Den Haag,EUR,Laag zoekvolume,"7,14",Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken, +knikarmhoogwerker +Rotterdam,Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken, +schaarhoogwerker +Rotterdam,Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken, +spinhoogwerker +Rotterdam,Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken, +masthoogwerker +huren +Rotterdam,Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken, +spinhoogwerker +20 +meter +Rotterdam,Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken, +spinhoogwerker +gebruikt +Rotterdam,Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken, +spinhoogwerker +prijs +Rotterdam,Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,"""autohoogwerker boels Rotterdam""",Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,"""autohoogwerker occasion Rotterdam""",Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,"""elektrische schaarhoogwerker Rotterdam""",Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,"""gebruikte schaarhoogwerker Rotterdam""",Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,"""hoogwerker verhuur Rotterdam""",Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Geschikt, --,Woordgroep,Goedgekeurd,,,1,2,"50,00%","1,10","1,10","0,00","0,00","0,00%","0,00","66,67%","57,39%","33,33%",10,Hoger dan gemiddeld,Hoger dan gemiddeld
Ingeschakeld,"""hoogwerkers Rotterdam""",Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Geschikt, --,Woordgroep,Goedgekeurd,,,0,4,"0,00%", --,"0,00","0,00","0,00","0,00%","0,00","80,00%", --,"20,00%",4,Gemiddeld,Gemiddeld
Onderbroken,"""knikarmhoogwerker Rotterdam""",Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,"""spinhoogwerker 20 meter Rotterdam""",Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,"""spinhoogwerker gebruikt Rotterdam""",Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,"""spinhoogwerker hinowa Rotterdam""",Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,"""spinhoogwerker huren Rotterdam""",Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,"""tweedehands schaarhoogwerker Rotterdam""",Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,"""verhuur hoogwerker Rotterdam""",Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Laag zoekvolume, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,[aanhangerhoogwerker Rotterdam],Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,[huur spinhoogwerker Rotterdam],Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,[knikarmhoogwerker op aanhanger Rotterdam],Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,[spinhoogwerker 20 meter Rotterdam],Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,[spinhoogwerker Rotterdam],Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,[spinhoogwerker prijs Rotterdam],Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,[verhuurbedrijf hoogwerkers Rotterdam],Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Laag zoekvolume, --,Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken,[verticale masthoogwerker Rotterdam],Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken, +aanhangerhoogwerker +Rotterdam,Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken, +autohoogwerker +leasen +Rotterdam,Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken, +autohoogwerker +occasion +Rotterdam,Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Onderbroken, +gebruikte +schaarhoogwerker +Rotterdam,Hoogwerker Breed | Locatiegebonden,Hoogwerker | Locatie Rotterdam,EUR,Onderbroken, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld, +huur +telescoophoogwerker +den haag,Hoogwerker | Locatiegebonden,Telescoophoogwerker | Locatie Den Haag,EUR,Laag zoekvolume, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld, +telescoophoogwerker +huren +prijs +den haag,Hoogwerker | Locatiegebonden,Telescoophoogwerker | Locatie Den Haag,EUR,Laag zoekvolume, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,"""telescoophoogwerker gebruikt den haag""",Hoogwerker | Locatiegebonden,Telescoophoogwerker | Locatie Den Haag,EUR,Laag zoekvolume, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,"""telescoophoogwerker hinowa den haag""",Hoogwerker | Locatiegebonden,Telescoophoogwerker | Locatie Den Haag,EUR,Laag zoekvolume, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,"""telescoophoogwerker prijs den haag""",Hoogwerker | Locatiegebonden,Telescoophoogwerker | Locatie Den Haag,EUR,Laag zoekvolume, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,[telescoophoogwerker 20 meter den haag],Hoogwerker | Locatiegebonden,Telescoophoogwerker | Locatie Den Haag,EUR,Laag zoekvolume, --,Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,"""hoogwerkers verhuur""",Hoogwerker | Radius,Hoogwerker | Radius,EUR,Advertentiegroep onderbroken, --,Woordgroep,Goedgekeurd,,,0,10,"0,00%", --,"0,00","0,00","0,00","0,00%","0,00","62,50%", --,"12,50%",9,Gemiddeld,Hoger dan gemiddeld
Ingeschakeld,"""hoogwerkers huren""",Hoogwerker | Radius,Hoogwerker | Radius,EUR,Advertentiegroep onderbroken, --,Woordgroep,Goedgekeurd,,,3,75,"4,00%","0,44","1,33","1,00","1,33","33,33%","0,00","43,87%","14,62%","39,35%",10,Hoger dan gemiddeld,Hoger dan gemiddeld
Ingeschakeld, +hoogwerkers +huren,Hoogwerker | Radius,Hoogwerker | Radius,EUR,Advertentiegroep onderbroken, --,Breed zoeken,Goedgekeurd,,,9,78,"11,54%","1,00","8,98","0,00","0,00","0,00%","0,00","39,90%","17,32%","45,08%",10,Hoger dan gemiddeld,Hoger dan gemiddeld
Ingeschakeld, +hoogwerker +verhuur,Hoogwerker | Radius,Hoogwerker | Radius,EUR,Advertentiegroep onderbroken, --,Breed zoeken,Goedgekeurd,,,1,3,"33,33%","0,63","0,63","0,00","0,00","0,00%","0,00","27,27%","15,91%","54,55%",7,Gemiddeld,Hoger dan gemiddeld
Ingeschakeld, +verhuur +hoogwerkers,Hoogwerker | Radius,Hoogwerker | Radius,EUR,Advertentiegroep onderbroken, --,Breed zoeken,Goedgekeurd,,,0,4,"0,00%", --,"0,00","0,00","0,00","0,00%","0,00","20,00%", --,"20,00%",8,Hoger dan gemiddeld,Hoger dan gemiddeld
Ingeschakeld,[verhuur hoogwerker],Hoogwerker | Radius,Hoogwerker | Radius,EUR,Advertentiegroep onderbroken, --,Exact zoekwoord,Goedgekeurd,,,0,1,"0,00%", --,"0,00","0,00","0,00","0,00%","0,00","50,00%", --,"50,00%",9,Gemiddeld,Hoger dan gemiddeld
Ingeschakeld,"""verhuurbedrijf hoogwerkers""",Hoogwerker | Radius,Hoogwerker | Radius,EUR,Advertentiegroep onderbroken, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00",< 10%, --,"33,33%",7,Gemiddeld,Hoger dan gemiddeld
Ingeschakeld,[verhuur bouwhekken],Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Exact zoekwoord,Goedgekeurd,,,1,1,"100,00%","1,30","1,30","0,00","0,00","0,00%","0,00","100,00%","34,57%","0,00%",9,Gemiddeld,Hoger dan gemiddeld
Ingeschakeld,[bouwhekken verhuur],Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Exact zoekwoord,Goedgekeurd,,,1,5,"20,00%","1,17","1,17","0,00","0,00","0,00%","0,00","41,67%","36,23%","25,00%",9,Gemiddeld,Hoger dan gemiddeld
Ingeschakeld,"""spandoek bouwhek""",Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00",< 10%, --,"20,00%",7,Hoger dan gemiddeld,Lager dan gemiddeld
Ingeschakeld, +spandoek +bouwhek,Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Breed zoeken,Goedgekeurd,,,0,3,"0,00%", --,"0,00","0,00","0,00","0,00%","0,00","60,00%", --,"40,00%",7,Hoger dan gemiddeld,Lager dan gemiddeld
Ingeschakeld,[bouwhek gaasdoek],Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Exact zoekwoord,Goedgekeurd,,,1,2,"50,00%","0,85","0,85","0,00","0,00","0,00%","0,00","66,67%",< 10%,"0,00%",6,Gemiddeld,Lager dan gemiddeld
Ingeschakeld,"""bouwhek""",Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Woordgroep,Goedgekeurd,,,0,23,"0,00%", --,"0,00","0,00","0,00","0,00%","0,00","15,86%", --,"53,79%",5,Hoger dan gemiddeld,Gemiddeld
Ingeschakeld,[bouwhekken],Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Exact zoekwoord,Goedgekeurd,,,12,241,"4,98%","1,10","13,17","0,00","0,00","0,00%","0,00","24,95%","11,00%","51,24%",3,Hoger dan gemiddeld,Lager dan gemiddeld
Ingeschakeld, +bouwhek +huren,Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Breed zoeken,Goedgekeurd,,,1,9,"11,11%","0,86","0,86","0,00","0,00","0,00%","0,00","75,00%","26,70%","25,00%",8,Hoger dan gemiddeld,Gemiddeld
Ingeschakeld,[bouwhek poort],Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00",< 10%, --,"66,67%",5,Hoger dan gemiddeld,Lager dan gemiddeld
Ingeschakeld,[doek voor bouwhekken],Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00",< 10%, --,> 90%,6,Gemiddeld,Lager dan gemiddeld
Ingeschakeld,[lage bouwhekken],Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Exact zoekwoord,Goedgekeurd,,,1,4,"25,00%","0,77","0,77","0,00","0,00","0,00%","0,00","40,00%","57,13%","50,00%",5,Hoger dan gemiddeld,Lager dan gemiddeld
Ingeschakeld, +bouwhekken +huren +prijs,Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Breed zoeken,Goedgekeurd,,,0,1,"0,00%", --,"0,00","0,00","0,00","0,00%","0,00","50,00%", --,"50,00%",9,Gemiddeld,Hoger dan gemiddeld
Ingeschakeld, +bouwhekken +verhuur,Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Breed zoeken,Goedgekeurd,,,2,8,"25,00%","0,96","1,91","0,00","0,00","0,00%","0,00","61,54%","33,51%","15,38%",9,Gemiddeld,Hoger dan gemiddeld
Ingeschakeld, +bouwhek +zeilen,Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Breed zoeken,Goedgekeurd,,,0,4,"0,00%", --,"0,00","0,00","0,00","0,00%","0,00","16,00%", --,"40,00%",5,Hoger dan gemiddeld,Lager dan gemiddeld
Ingeschakeld,"""huur bouwhekken""",Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Woordgroep,Goedgekeurd,,,0,1,"0,00%", --,"0,00","0,00","0,00","0,00%","0,00","33,33%", --,"33,33%",7,Gemiddeld,Gemiddeld
Ingeschakeld,"""kunststof voet bouwhek""",Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00",< 10%, --,> 90%,5,Hoger dan gemiddeld,Lager dan gemiddeld
Ingeschakeld,[bouwhek fijnmazig],Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Exact zoekwoord,Goedgekeurd,,,0,2,"0,00%", --,"0,00","0,00","0,00","0,00%","0,00","100,00%", --,"0,00%",7,Hoger dan gemiddeld,Lager dan gemiddeld
Ingeschakeld, +verhuur +bouwhekken,Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Breed zoeken,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --,9,Gemiddeld,Hoger dan gemiddeld
Ingeschakeld,[bouwhek klem],Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Exact zoekwoord,Goedgekeurd,,,0,9,"0,00%", --,"0,00","0,00","0,00","0,00%","0,00","30,00%", --,"56,67%",3,Hoger dan gemiddeld,Lager dan gemiddeld
Ingeschakeld,[bouwhekken nederland],Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Exact zoekwoord,Goedgekeurd,,,6,34,"17,65%","0,99","5,94","0,00","0,00","0,00%","0,00","36,56%","11,58%","24,73%",7,Hoger dan gemiddeld,Lager dan gemiddeld
Ingeschakeld,[bouwhekken nederland bv],Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Exact zoekwoord,Goedgekeurd,,,0,6,"0,00%", --,"0,00","0,00","0,00","0,00%","0,00","60,00%", --,"0,00%",8,Hoger dan gemiddeld,Gemiddeld
Ingeschakeld,"""klemmen voor bouwhekken""",Bouwhek | Radius,Bouwhek | Radius,EUR,Laag zoekvolume, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --,4,Gemiddeld,Lager dan gemiddeld
Ingeschakeld,[klemmen voor bouwhekken],Bouwhek | Radius,Bouwhek | Radius,EUR,Laag zoekvolume, --,Exact zoekwoord,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --,4,Gemiddeld,Lager dan gemiddeld
Ingeschakeld,"""bouwhek verhuur""",Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Woordgroep,Goedgekeurd,,,0,1,"0,00%", --,"0,00","0,00","0,00","0,00%","0,00","100,00%", --,"0,00%",6,Gemiddeld,Gemiddeld
Ingeschakeld,"""huren van bouwhekken""",Bouwhek | Radius,Bouwhek | Radius,EUR,Laag zoekvolume, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --, --, --, --
Ingeschakeld,"""verhuur bouwhekken""",Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Woordgroep,Goedgekeurd,,,0,0, --, --,"0,00","0,00","0,00","0,00%","0,00", --, --, --,9,Gemiddeld,Hoger dan gemiddeld
Ingeschakeld,[doek voor bouwhek],Bouwhek | Radius,Bouwhek | Radius,EUR,Geschikt, --,Exact zoekwoord,Goedgekeurd,,,0,1,"0,00%", --,"0,00","0,00","0,00","0,00%","0,00","14,29%", --,"85,71%",6,Gemiddeld,Lager dan gemiddeld
